# x,vel,ConcOrig,Conc,Conc_CD,Conc_N_CD,Conc_N_SPH,Conc_UP,Conc_N_UP
0.000000000000000000e+00,7.000000000000000666e-02,0.000000000000000000e+00,1.928749847963917821e-22,1.928749847963917821e-22,1.928749847963917821e-22,1.928749847963869625e-22,1.928749847963873152e-22,1.928749847963917821e-22,1.928749847963855049e-22
1.000000000000000021e-03,7.000000000000000666e-02,0.000000000000000000e+00,2.355309275139791097e-22,2.355309275139791097e-22,2.355309275139791097e-22,2.355309275139721508e-22,2.355309275139730912e-22,2.355309275139791097e-22,2.355309275139677779e-22
2.000000000000000042e-03,7.000000000000000666e-02,0.000000000000000000e+00,2.875055693946052987e-22,2.875055693946052987e-22,2.875055693946052987e-22,2.875055693945969762e-22,2.875055693945994212e-22,2.875055693946052987e-22,2.875055693945945782e-22
3.000000000000000062e-03,7.000000000000000666e-02,0.000000000000000000e+00,3.508091108710710107e-22,3.508091108710710107e-22,3.508091108710710107e-22,3.508091108710622180e-22,3.508091108710636286e-22,3.508091108710710107e-22,3.508091108710613246e-22
4.000000000000000083e-03,7.000000000000000666e-02,0.000000000000000000e+00,4.278797644175396947e-22,4.278797644175396947e-22,4.278797644175396947e-22,4.278797644175289742e-22,4.278797644175289742e-22,4.278797644175396947e-22,4.278797644175238020e-22
5.000000000000000104e-03,7.000000000000000666e-02,0.000000000000000000e+00,5.216736662027075227e-22,5.216736662027075227e-22,5.216736662027075227e-22,5.216736662026949214e-22,5.216736662026949214e-22,5.216736662027075227e-22,5.216736662026884326e-22
6.000000000000000125e-03,7.000000000000000666e-02,0.000000000000000000e+00,6.357734135491351362e-22,6.357734135491351362e-22,6.357734135491351362e-22,6.357734135491220647e-22,6.357734135491193376e-22,6.357734135491351362e-22,6.357734135491069244e-22
7.000000000000000146e-03,7.000000000000000666e-02,0.000000000000000000e+00,7.745190312479510661e-22,7.745190312479510661e-22,7.745190312479510661e-22,7.745190312479332927e-22,7.745190312479346092e-22,7.745190312479510661e-22,7.745190312479273682e-22
8.000000000000000167e-03,7.000000000000000666e-02,0.000000000000000000e+00,9.431659347155081827e-22,9.431659347155081827e-22,9.431659347155081827e-22,9.431659347154775258e-22,9.431659347154984026e-22,9.431659347155081827e-22,9.431659347154683099e-22
9.000000000000001055e-03,7.000000000000000666e-02,0.000000000000000000e+00,1.148075374388599463e-21,1.148075374388599463e-21,1.148075374388599463e-21,1.148075374388569935e-21,1.148075374388580843e-21,1.148075374388599463e-21,1.148075374388559402e-21
1.000000000000000021e-02,7.000000000000000666e-02,0.000000000000000000e+00,1.396943943147109067e-21,1.396943943147109067e-21,1.396943943147109067e-21,1.396943943147078410e-21,1.396943943147079163e-21,1.396943943147109067e-21,1.396943943147069947e-21
1.099999999999999936e-02,7.000000000000000666e-02,0.000000000000000000e+00,1.699080042089982543e-21,1.699080042089982543e-21,1.699080042089982543e-21,1.699080042089937028e-21,1.699080042089943047e-21,1.699080042089982543e-21,1.699080042089941542e-21
1.200000000000000025e-02,7.000000000000000666e-02,0.000000000000000000e+00,2.065736771549098632e-21,2.065736771549098632e-21,2.065736771549098632e-21,2.065736771549049732e-21,2.065736771549063649e-21,2.065736771549098632e-21,2.065736771549025281e-21
1.300000000000000114e-02,7.000000000000000666e-02,0.000000000000000000e+00,2.510512593659447653e-21,2.510512593659447653e-21,2.510512593659447653e-21,2.510512593659394614e-21,2.510512593659393862e-21,2.510512593659447653e-21,2.510512593659348347e-21
1.400000000000000029e-02,7.000000000000000666e-02,0.000000000000000000e+00,3.049833359432182954e-21,3.049833359432182954e-21,3.049833359432182954e-21,3.049833359432097190e-21,3.049833359432107722e-21,3.049833359432182954e-21,3.049833359432071235e-21
1.499999999999999944e-02,7.000000000000000666e-02,0.000000000000000000e+00,3.703531977652371040e-21,3.703531977652371040e-21,3.703531977652371040e-21,3.703531977652294304e-21,3.703531977652310103e-21,3.703531977652371040e-21,3.703531977652228100e-21
1.600000000000000033e-02,7.000000000000000666e-02,0.000000000000000000e+00,4.495545208918590530e-21,4.495545208918590530e-21,4.495545208918590530e-21,4.495545208918492729e-21,4.495545208918467902e-21,4.495545208918590530e-21,4.495545208918408469e-21
1.700000000000000122e-02,7.000000000000000666e-02,0.000000000000000000e+00,5.454750895420932238e-21,5.454750895420932238e-21,5.454750895420932238e-21,5.454750895420837446e-21,5.454750895420826161e-21,5.454750895420932238e-21,5.454750895420762214e-21
1.800000000000000211e-02,7.000000000000000666e-02,0.000000000000000000e+00,6.615973503989091339e-21,6.615973503989091339e-21,6.615973503989091339e-21,6.615973503988919811e-21,6.615973503988934105e-21,6.615973503989091339e-21,6.615973503988840817e-21
1.899999999999999953e-02,7.000000000000000666e-02,0.000000000000000000e+00,8.021191307063059279e-21,8.021191307063059279e-21,8.021191307063059279e-21,8.021191307062875713e-21,8.021191307062895274e-21,8.021191307063059279e-21,8.021191307062804996e-21
2.000000000000000042e-02,7.000000000000000666e-02,0.000000000000000000e+00,9.720985020300780347e-21,9.720985020300780347e-21,9.720985020300780347e-21,9.720985020300517036e-21,9.720985020300539606e-21,9.720985020300780347e-21,9.720985020300464374e-21
2.100000000000000130e-02,7.000000000000000666e-02,0.000000000000000000e+00,1.177627545432383289e-20,1.177627545432383289e-20,1.177627545432383289e-20,1.177627545432355905e-20,1.177627545432358162e-20,1.177627545432383289e-20,1.177627545432335141e-20
