# Position, FD Concentration, SPH Concentration
1.547094188376753277e+00,9.733239378099594351e-90,2.437201984517707437e-68
1.551102204408817409e+00,2.071219986659007464e-90,9.613805172912760416e-69
1.555110220440881541e+00,4.383242375488033746e-91,3.787726890549949120e-69
1.559118236472945673e+00,9.225006933148868368e-92,1.490541267395893939e-69
1.563126252505009806e+00,1.930818249607896393e-92,5.858599185486007077e-70
1.567134268537073938e+00,4.019028503097163005e-93,2.300013584502097216e-70
1.571142284569138070e+00,8.319692816886764565e-94,9.018954849744807774e-71
1.575150300601202202e+00,1.712779768837188888e-94,3.532429939723986265e-71
1.579158316633266335e+00,3.506753967226304616e-95,1.381925843635847429e-71
1.583166332665330467e+00,7.140360153500390707e-96,5.399978527194153526e-72
1.587174348697394599e+00,1.445930747330009775e-96,2.107646080300936391e-72
1.591182364729458731e+00,2.911983608614012556e-97,8.216822628836354473e-73
1.595190380761522864e+00,5.832381415868947171e-98,3.199726824632420128e-73
1.599198396793586996e+00,1.161769484461371493e-98,1.244591454704340418e-73
1.603206412825651128e+00,2.301508393169824544e-99,4.835571197598486751e-74
1.607214428857715260e+00,4.534456117300507805e-100,1.876626775679357395e-74
1.611222444889779393e+00,8.885039731978220831e-101,7.274770072585212226e-75
1.615230460921843525e+00,1.731476337739031139e-101,2.816916162254993349e-75
1.619238476953907657e+00,3.355816809914051686e-102,1.089541766219333055e-75
1.623246492985971789e+00,6.468534601103557237e-103,4.209506204258619581e-76
1.627254509018035922e+00,1.240055198014463909e-103,1.624567297875346517e-76
1.631262525050100054e+00,2.364313441812698520e-104,6.262755953152843315e-77
1.635270541082164186e+00,4.483317294971883901e-105,2.411661892714143375e-77
1.639278557114228319e+00,8.455236415982126083e-106,9.276676280752880979e-78
1.643286573146292451e+00,1.585934876485356934e-106,3.564472785540331058e-78
1.647294589178356583e+00,2.958555468081644921e-107,1.368128766019681587e-78
1.651302605210420715e+00,5.489215822567254074e-108,5.245528367105871483e-79
1.655310621242484848e+00,1.012927985331805262e-108,2.009018340207617166e-79
1.659318637274548980e+00,1.859028086519303333e-109,7.686218688870462603e-80
1.663326653306613112e+00,3.393390896852674760e-110,2.937497472865207049e-80
1.667334669338677244e+00,6.160611525771586394e-111,1.121450033847799903e-80
1.671342685370741377e+00,1.112390276121228391e-111,4.276827435307094218e-81
1.675350701402805509e+00,1.997723587833242781e-112,1.629313240747202152e-81
1.679358717434869641e+00,3.568287906946265269e-113,6.200549420265372314e-82
1.683366733466933773e+00,6.339165266661617948e-114,2.357220078229344690e-82
1.687374749498997906e+00,1.120091160843426395e-114,8.951917797860743110e-83
1.691382765531062038e+00,1.968453611415990191e-115,3.396093493548291311e-83
1.695390781563126170e+00,3.440716758739769347e-116,1.287040964735981488e-83
1.699398797595190302e+00,5.981718677944658047e-117,4.872544836595296192e-84
1.703406813627254435e+00,1.034326766777441727e-117,1.842771984169931203e-84
1.707414829659318567e+00,1.778875899536319403e-118,6.962114507690440166e-85
1.711422845691382699e+00,3.042923482904888886e-119,2.627640992355520542e-85
1.715430861723446831e+00,5.177204081992795419e-120,9.907125907093197185e-86
1.719438877755510964e+00,8.761123156378254382e-121,3.731535575174038678e-86
1.723446893787575096e+00,1.474639633867730248e-121,1.404064904741261515e-86
1.727454909819639228e+00,2.468737987078045360e-122,5.277738889992487279e-87
1.731462925851703361e+00,4.110819767232734621e-123,1.981851642048376749e-87
1.735470941883767493e+00,6.808439221095709413e-124,7.434611749758387077e-88
1.739478957915831625e+00,1.121588979168165774e-124,2.786189995119654214e-88
1.743486973947895757e+00,1.837757835890288125e-125,1.043109249424792615e-88
1.747494989979959668e+00,2.995108440073311435e-126,3.901367227671067703e-89
1.751503006012023800e+00,4.855208300947800314e-127,1.457716769463225752e-89
1.755511022044087932e+00,7.828445922933771685e-128,5.441267168701901479e-90
1.759519038076152064e+00,1.255500634200018561e-128,2.029078340104451879e-90
1.763527054108216197e+00,2.002780347825043746e-129,7.559110742010163499e-91
1.767535070140280329e+00,3.177796022278129558e-130,2.813306031213371082e-91
1.771543086172344461e+00,5.015293165526706602e-131,1.046017268791139253e-91
1.775551102204408593e+00,7.873095833526746694e-132,3.885416267728543398e-92
1.779559118236472726e+00,1.229348300678918947e-132,1.441830722611415473e-92
1.783567134268536858e+00,1.909351244091086575e-133,5.345276807288459543e-93
1.787575150300600990e+00,2.949710968166784288e-134,1.979732423292391157e-93
1.791583166332665122e+00,4.532701481199935642e-135,7.325281406199128198e-94
1.795591182364729255e+00,6.928194241675241984e-136,2.707851149199716130e-94
1.799599198396793387e+00,1.053342315048427430e-136,1.000020813436464675e-94
1.803607214428857519e+00,1.592967056936334091e-137,3.689590545990384448e-95
1.807615230460921651e+00,2.396255308748203705e-138,1.359982370204868087e-95
1.811623246492985784e+00,3.585499342466329473e-139,5.008128126962508121e-96
1.815631262525049916e+00,5.336514585794941457e-140,1.842492340829630350e-96
1.819639278557114048e+00,7.900570824201705706e-141,6.772127156768113667e-97
1.823647294589178181e+00,1.163464594087398669e-141,2.486764741189656676e-97
1.827655310621242313e+00,1.704288099616644552e-142,9.122954297805665981e-98
1.831663326653306445e+00,2.483300013854885876e-143,3.343709210074384128e-98
1.835671342685370577e+00,3.599257377180564792e-144,1.224375685669446547e-98
1.839679358717434710e+00,5.189139371627546741e-145,4.479144359162768116e-99
1.843687374749498842e+00,7.441794366001747892e-146,1.637082447192474347e-99
1.847695390781562974e+00,1.061600379371251965e-146,5.977810197021374991e-100
1.851703406813627106e+00,1.506422170399975756e-147,2.180774210006379491e-100
1.855711422845691239e+00,2.126354755365364595e-148,7.948354271308539527e-101
1.859719438877755371e+00,2.985583943044504888e-149,2.894293505951553183e-101
1.863727454909819503e+00,4.169927756125715484e-150,1.052949783535503735e-101
1.867735470941883635e+00,5.793414341759422708e-151,3.827131338851761985e-102
1.871743486973947768e+00,8.006608439322004250e-152,1.389762407568785761e-102
1.875751503006011900e+00,1.100706798106209403e-152,5.042084233382979418e-103
1.879759519038076032e+00,1.505236970857919062e-153,1.827607033317211686e-103
1.883767535070140164e+00,2.047620063300209728e-154,6.618499853110743573e-104
1.887775551102204297e+00,2.770806781492584530e-155,2.394645028348336775e-104
1.891783567134268429e+00,3.729722838996273645e-156,8.656221703182326951e-105
1.895791583166332561e+00,4.994148004737573426e-157,3.126238001889218044e-105
1.899799599198396693e+00,6.652147318422416428e-158,1.128035918506660489e-105
1.903807615230460826e+00,8.814120247777943994e-159,4.066603349059301316e-106
1.907815631262524958e+00,1.161752993674657301e-159,1.464702604937849042e-106
1.911823647294589090e+00,1.523236687715033416e-160,5.270800717037106785e-107
1.915831663326653223e+00,1.986738835827869309e-161,1.895020784336643762e-107
1.919839679358717355e+00,2.577715592870925011e-162,6.807103010613209354e-108
1.923847695390781487e+00,3.326986691180274601e-163,2.442993691169557913e-108
1.927855711422845619e+00,4.271594194649151294e-164,8.759811245132180603e-109
1.931863727454909752e+00,5.455728799179796051e-165,3.138197140005941383e-109
1.935871743486973884e+00,6.931710497241557008e-166,1.123257813043810648e-109
1.939879759519038016e+00,8.761004442343674448e-167,4.016919190969027168e-110
1.943887775551102148e+00,1.101524608339628888e-167,1.435231050995759720e-110
1.947895791583166281e+00,1.377724222695183437e-168,5.123494518232774152e-111
1.951903807615230191e+00,1.714190684020331666e-169,1.827372541360485907e-111
1.955911823647294323e+00,2.121708242432729349e-170,6.511857751731794512e-112
1.959919839679358455e+00,2.612419004605758016e-171,2.318463818485393926e-112
1.963927855711422588e+00,3.199864407735646650e-172,8.247341160508222382e-113
1.967935871743486720e+00,3.898996189478400473e-173,2.931206625981148219e-113
1.971943887775550852e+00,4.726149482553283248e-174,1.040874565775502174e-113
1.975951903807614984e+00,5.698970512453077286e-175,3.692925905929811658e-114
1.979959919839679117e+00,6.836291535780147841e-176,1.309073008293449659e-114
1.983967935871743249e+00,8.157946184685121325e-177,4.628771634910604539e-115
1.987975951903807381e+00,9.684519331181291379e-178,1.634186145305946612e-115
1.991983967935871513e+00,1.143702699220710734e-178,5.762549603117563146e-116
1.995991983967935646e+00,1.343652368262351741e-179,2.030704872760854786e-116
2.000000000000000000e+00,1.570363698636200550e-180,7.156095431492444105e-117
